date,country,position,streams,track_id,artists,artist_genres,duration,explicit,name
13/07/2017,gb,3,3232525,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
20/07/2017,gb,3,3244802,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
27/07/2017,gb,3,3218761,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
03/08/2017,gb,3,3014219,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
10/08/2017,gb,2,2816956,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
17/08/2017,gb,2,2732455,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
24/08/2017,gb,2,2593584,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
31/08/2017,gb,3,2489592,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
07/09/2017,gb,3,2345171,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
14/09/2017,gb,4,2221994,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
21/09/2017,gb,5,2143749,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
28/09/2017,gb,7,1958352,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
05/10/2017,gb,10,1740207,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
22/12/2016,gb,5,1914098,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
29/12/2016,gb,3,2351580,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
07/12/2017,gb,4,2572761,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
14/12/2017,gb,2,2675668,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
21/12/2017,gb,3,2992665,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
28/12/2017,gb,1,3840154,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
06/12/2018,gb,3,2781721,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
13/12/2018,gb,3,3084232,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
20/12/2018,gb,2,3467237,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
27/12/2018,gb,2,5088199,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
05/12/2019,gb,5,2745895,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
12/12/2019,gb,3,2907012,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
19/12/2019,gb,4,3229362,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
26/12/2019,gb,2,5411797,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
26/11/2020,gb,7,1760194,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
03/12/2020,gb,2,3497013,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
10/12/2020,gb,2,4090846,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
17/12/2020,gb,2,4029747,2FRnf9qhLbvw8fu4IBXx78,['Wham!'],"['europop', 'new romantic', 'mellow gold', 'synthpop', 'disco', 'soft rock', 'new wave pop', 'dance pop', 'new wave']",262960,FALSE,Last Christmas
